CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,FCLTY_NM,RPRSNTV_TEL_NO,ZIP_NO,FCLTY_ADDR,FCLTY_DETAIL_ADDR,MAIN_ITEM_CD,MAIN_ITEM_NM,FCLTY_CRDNT_LO,FCLTY_CRDNT_LA,COURSE_FLAG_CD,COURSE_ITEM_NM,COURSE_NM
11,서울,11305,강북구,국심검도관(대무관),029888844,01222,서울특별시 강북구 월계로13길 7,B1(미아동),01,검도,127.0345366,37.6116915,장애인강좌,,
11,서울,11380,은평구,에블봄,0275760828,03452,서울 은평구 가좌로 306,5층 501호,22,태권도,126.9111651,37.5952017,장애인강좌,,
11,서울,11260,중랑구,에스바디워크필라테스 망우점,024327878,02163,서울특별시 중랑구 용마산로115길 108,(망우동)(망우동),79,필라테스,127.0941536,37.5980747,장애인강좌,,
11,서울,11215,광진구,군자복싱다이어트,024681282,04997,서울특별시 광진구 능동로 267,영진빌딩 2층(군자동),76,복싱,127.0774022,37.5539179,장애인강좌,,
11,서울,11200,성동구,서울숲탁구클럽,,04790,서울특별시 성동구 상원4길 9,서울시 성동구 상원4길9 지하(성수동1가),21,탁구,127.0497012,37.5472930,장애인강좌,,
11,서울,11380,은평구,에스핫요가,023845900,03301,서울특별시 은평구 진관3로 37,306호(진관동),78,요가,126.9204567,37.6404027,장애인강좌,,
11,서울,11650,서초구,굿볼아카데미 주식회사,028580066,06721,서울특별시 서초구 효령로 330-1,천심빌딩 5층(서초동),03,기타종목,127.0204214,37.4858294,장애인강좌,,
11,서울,11620,관악구,에이블키즈,0269560034,08787,서울특별시 관악구 남부순환로218길 27,관전G타워 지하1층(봉천동),03,기타종목,126.9504891,37.4800389,장애인강좌,,
11,서울,11410,서대문구,에이스복싱,027230401,03630,서울특별시 서대문구 통일로 436,우원빌딩 4층 1호 에이스복싱(홍제동),76,복싱,126.9456465,37.5881465,장애인강좌,,
11,서울,11530,구로구,궁동탁구클럽,,08249,서울특별시 구로구 오리로 1316,3층(궁동),21,탁구,126.8293621,37.4988215,장애인강좌,,
11,서울,11590,동작구,3949당구장,,07071,서울특별시 동작구 보라매로5가길 16,"지하1층 3호(신대방동, 보라매아카데미타워)",03,기타종목,126.9240750,37.4913263,장애인강좌,,
11,서울,11305,강북구,419당구장,07075371552,01014,서울특별시 강북구 4.19로11길 7,3층 419당구장(수유동),03,기타종목,127.0082946,37.6461085,장애인강좌,,
11,서울,11350,노원구,용인대한양태권도장,029367766,01626,서울특별시 노원구 동일로242길 51,대산빌딩 3층 용인대한양태권도장(상계동),22,태권도,127.0582372,37.6750050,장애인강좌,,
11,서울,11215,광진구,아트스테이무용학원,,04968,서울특별시 광진구 천호대로 805,3층 아트스테이(광장동),07,댄스,127.1032800,37.5457382,장애인강좌,,
11,서울,11545,금천구,그루브 댄스학원,,08617,서울특별시 금천구 독산로 215,2층 그루브댄스학원(독산동),77,발레,126.9017026,37.4659798,장애인강좌,,
11,서울,11215,광진구,광진발달장애인평생교육센터,024551221,05051,서울특별시 광진구 아차산로 390,제일빌딩 3-4층(자양동),10,볼링,127.0861555,37.5369205,장애인강좌,,
11,서울,11410,서대문구,국가대표튼튼태권도,023913376,03604,서울특별시 서대문구 홍은중앙로 89,3층 국가대표튼튼태권도(홍은동),22,태권도,126.9473706,37.5990313,장애인강좌,,
11,서울,11590,동작구,국심검도관,025846820,07011,서울특별시 동작구 사당로16길 7,4층 국심검도관(사당동),25,헬스,126.9741008,37.4830479,장애인강좌,,
11,서울,11305,강북구,용인대태권도체육관,029030676,01059,서울특별시 강북구 한천로124길 25,2층 용인대태권도체육관(번동),22,태권도,127.0327954,37.6376308,장애인강좌,,
11,서울,11740,강동구,GMT대동무예스쿨,024753577,05317,서울시 강동구 천중로29길 32,2층,03,기타종목,127.1371344,37.5430691,장애인강좌,,
11,서울,11260,중랑구,용인대제일유도관,024335662,02138,서울특별시 중랑구 면목로 463,3층 용인대제일유도관(상봉동),17,유도,127.0861635,37.5931732,장애인강좌,,
11,서울,11680,강남구,용인대예다함태권도,024597179,06370,서울특별시 강남구 밤고개로21길 69,3층 용인대예다함태권도(율현동),22,태권도,127.1138956,37.4742272,장애인강좌,,
11,서울,11410,서대문구,용인대석사타이거K,023969123,03652,서울특별시 서대문구 연희로 283,3층용인대석사 타이거K 태권도장(홍은동),22,태권도,126.9359967,37.5823562,장애인강좌,,
11,서울,11320,도봉구,창동문화체육센터,029015200,01412,서울특별시 도봉구 노해로69길 132,창동문화체육센터(창동),25,헬스,127.0507056,37.6581175,장애인강좌,,
11,서울,11440,마포구,한국체대하늘태권도장,023090805,03918,서울특별시 마포구 월드컵북로 502,"402호,403호(상암동)",22,태권도,126.8798702,37.5850443,장애인강좌,,
11,서울,11410,서대문구,한국체대 태평양 태권도장,023754629,03691,서울특별시 서대문구 거북골로 182,지층 태평양 태권도장(북가좌동),22,태권도,126.9105572,37.5774329,장애인강좌,,
11,서울,11500,강서구,용인대 호랑이태권도장,0226473131,07668,서울특별시 강서구 등촌로39길 6,3층 용인대호랑이태권도장(등촌동),22,태권도,126.8620485,37.5455957,장애인강좌,,
11,서울,11230,동대문구,용두장안태권도,029230656,02574,서울특별시 동대문구 약령시로 18,3층 장안태권도(제기동),22,태권도,127.0317954,37.5825812,장애인강좌,,
11,서울,11110,종로구,요가프로젝트,,03175,서울특별시 종로구 경희궁2길 9-1,2층 요가프로젝트(내수동),78,요가,126.9711161,37.5729770,장애인강좌,,
11,서울,11545,금천구,금빛휘트니스센터,028029685,08629,서울특별시 금천구 금하로 668,금빛휘트니스센터(시흥동),25,헬스,126.9044052,37.4526529,장애인강좌,,
11,서울,11305,강북구,요가타운수유교육원,029087118,01074,서울특별시 강북구 도봉로 353,상목빌딩 5층(수유동),78,요가,127.0264545,37.6391326,장애인강좌,,
11,서울,11590,동작구,요가블리스&필라테스 숭실대점,028141488,07027,서울특별시 동작구 상도로 379,3층 요가블리스앤필라테스 숭실대점(상도동),79,필라테스,126.9549874,37.4952765,장애인강좌,,
11,서울,11410,서대문구,요가문서울 차오름 평생교육원,027027502,03789,서울특별시 서대문구 연세로5길 26-17,4층(창천동),78,요가,126.9348022,37.5568212,장애인강좌,,
11,서울,11590,동작구,한국체대 용호 태권도,028133667,07035,서울특별시 동작구 양녕로30길 4,한국체대 용호 태권도(상도동),22,태권도,126.9445135,37.4992634,장애인강좌,,
11,서울,11440,마포구,서교휘트니스,023248776,04030,서울특별시 마포구 잔다리로 78,지하1층 서교휘트니스(서교동),25,헬스,126.9164321,37.5545258,장애인강좌,,
11,서울,11350,노원구,서울특별시립노원시각장애인복지관,029500190,01772,서울특별시 노원구 덕릉로70가길 98,4층 통합사무실(상계동),03,기타종목,127.0565193,37.6420850,장애인강좌,,
11,서울,11560,영등포구,포스축구아카데미,,07429,서울특별시 영등포구 디지털로 401,지하 1층 포스축구아카데미(대림동),20,축구,126.9032430,37.4926229,장애인강좌,,
11,서울,11650,서초구,한국자연치유평생교육원,025378877,06626,서울특별시 서초구 서초대로78길 44,"4층 404호(서초동, 서초나산스위트)",78,요가,127.0284742,37.4938139,장애인강좌,,
11,서울,11560,영등포구,대박점핑,028358481,07375,서울특별시 영등포구 도신로15길 37,타원밸라움 203호(도림동),03,기타종목,126.8962141,37.5082578,장애인강좌,,
11,서울,11740,강동구,필라테스엠고덕역점,0234271777,05269,서울특별시 강동구 동남로75길 13-15,4층 필라테스(명일동),79,필라테스,127.1555201,37.5536302,장애인강좌,,
11,서울,11650,서초구,한국스포츠교육희망나눔사회적협동조합(언남중학교),025787947,06775,서울특별시 서초구 언남길 85,지하(양재동),04,농구,127.0459789,37.4755890,장애인강좌,,
11,서울,11200,성동구,(주)무브먼트디자인,024650996,04789,서울특별시 성동구 왕십리로14길 30-3,2층(성수동1가),25,헬스,127.0473449,37.5483776,장애인강좌,,
11,서울,11530,구로구,(주)HSSA 서울한영대점,0220606046,08274,서울특별시 구로구 경인로 290-42,대학본부 1층(개봉동),03,기타종목,126.8515463,37.4964113,장애인강좌,,
11,서울,11590,동작구,영아체육관,025973000,07030,서울특별시 동작구 사당로 170,2층(사당동),22,태권도,126.9677289,37.4866404,장애인강좌,,
11,서울,11740,강동구,피트니스에스,024766988,05348,서울특별시 강동구 천호대로 1239,"상가동 지하1층(길동, GS강동자이아파트)",25,헬스,127.1486156,37.5374563,장애인강좌,,
11,서울,11710,송파구,올림픽수영장,0221803728,05540,서울특별시 송파구 올림픽로 424,올림픽수영장(방이동),25,헬스,127.1229590,37.5209340,장애인강좌,,
11,서울,11620,관악구,타이거복싱체육관,028837080,08752,서울특별시 관악구 양녕로 13,3층 타이거복싱체육관(봉천동),76,복싱,126.9463088,37.4832657,장애인강좌,,
11,서울,11350,노원구,올데이필라테스,029771534,01783,서울특별시 노원구 동일로204가길 34,225(중계동),79,필라테스,127.0681600,37.6407272,장애인강좌,,
11,서울,11590,동작구,태권박사&스포츠짐,0264053023,06965,서울특별시 동작구 상도로34길 36-10,"지2층(상도동, 대흥빌딩근생및도시형주택(원룸))",22,태권도,126.9447745,37.5036619,장애인강좌,,
11,서울,11200,성동구,팀키스,0222350904,04724,서울특별시 성동구 동호로 100,"상가4층 팀키스(금호동3가, 두산아파트)",25,헬스,127.0164657,37.5506428,장애인강좌,,
11,서울,11140,중구,남산타운문화체육센터,0222808488,04595,서울특별시 중구 다산로 32,"남산타운문화체육센터 3층(신당동, 남산타운)",03,기타종목,127.0097435,37.5500494,장애인강좌,,
11,서울,11260,중랑구,플로어엑스,,02138,서울특별시 중랑구 봉우재로 113,지하1층(상봉동),03,기타종목,127.0855889,37.5927271,장애인강좌,,
11,서울,11305,강북구,함께가자아동발달센터,0263267575,01048,강북구 한천로 1108-1,은승빌딩 4층,03,기타종목,127.0210433,37.6444276,장애인강좌,,
11,서울,11200,성동구,금빛호수 태권도,0222322073,04724,서울특별시 성동구 동호로 102,상가동 604호 금빛호수 태권도(금호동3가),22,태권도,127.0164321,37.5488915,장애인강좌,,
11,서울,11350,노원구,레몬핏휘트니스,029399967,01607,서울특별시 노원구 동일로 1673,5층레몬핏 휘트니스(상계동),25,헬스,127.0549716,37.6778534,장애인강좌,,
11,서울,11110,종로구,좋은운동장 장애인스포츠 본점,027201002,03174,서울특별시 종로구 사직로8길 34,(내수동)420호,03,기타종목,126.9718472,37.5738725,장애인강좌,,
11,서울,11545,금천구,금천검도관,028610087,08543,서울특별시 금천구 독산로 303,금천검도관(독산동),01,검도,126.9031066,37.4737878,장애인강좌,,
11,서울,11545,금천구,금천구민문화체육센터,028611313,08556,서울특별시 금천구 독산로54길 188,금천구민문화체육센터(독산동),25,헬스,126.9073730,37.4700675,장애인강좌,,
11,서울,11350,노원구,킨더윌 언어심리 전문센터,029393421,01684,서울특별시 노원구 상계로23다길 13-8,"107호(상계동, 노원 아이파크)",03,기타종목,127.0694006,37.6598913,장애인강좌,,
11,서울,11410,서대문구,(주)스타칼리휘트니스,0231414477,03726,서울특별시 서대문구 연희로 82,브라운스톤 지하1층 스타칼리휘트니스(연희동),25,헬스,126.9302083,37.5652128,장애인강좌,,
11,서울,11620,관악구,SRC스포츠센터,028718232,08709,서울시 관악구 보라매로 44,2층,12,수영,126.9274006,37.4931756,장애인강좌,,
11,서울,11710,송파구,짐스아동발달센터,024238886,05664,서울특별시 송파구 가락로 171,송파빌딩 6층 짐스아동발달센터(송파동),03,기타종목,127.1139772,37.5042213,장애인강좌,,
11,서울,11290,성북구,고려서진태권도,029188048,02710,서울특별시 성북구 솔샘로4길 26,2층 고려서진태권도(정릉동),22,태권도,127.0062293,37.6085493,장애인강좌,,
11,서울,11710,송파구,체육진흥팀(국민체육),024101295,05540,서울특별시 송파구 올림픽로 424,비즈홀(방이동),01,검도,127.1229590,37.5209340,장애인강좌,,
11,서울,11470,양천구,시립목동청소년센터,0226421318,07991,서울특별시 양천구 목동서로 143,시립목동청소년센터(목동),12,수영,126.8755034,37.5307537,장애인강좌,,
11,서울,11440,마포구,신촌탁구장,027140505,04101,서울특별시 마포구 신촌로 118-1,1층(노고산동),21,탁구,126.9389139,37.5554666,장애인강좌,,
11,서울,11290,성북구,심윤희댄스,,02846,서울특별시 성북구 동소문로 92,9층(동소문동5가),07,댄스,127.0155017,37.5921783,장애인강좌,,
11,서울,11545,금천구,금천장애인종합복지관,0269128000,08604,서울특별시 금천구 시흥대로101길 17,금천장애인종합복지관(독산동),21,탁구,126.8963477,37.4639858,장애인강좌,,
11,서울,11545,금천구,금천체육관,028047840,08574,서울특별시 금천구 탑골로 15,시흥5동  827-23호 3층(시흥동),22,태권도,126.9107050,37.4517582,장애인강좌,,
11,서울,11140,중구,손기정문화체육센터,0222808458,04501,서울특별시 중구 손기정로 101,"(서관,체육동) 손기정문화체육센터(만리동2가)",25,헬스,126.9648158,37.5554795,장애인강좌,,
11,서울,11290,성북구,더-리햅 맞춤재활운동센터,029093493,02759,서울특별시 성북구 월계로40길 7,센트럴타운4층(장위동),03,기타종목,127.0483740,37.6229606,장애인강좌,,
11,서울,11500,강서구,한국가양 태권도장,0236659333,07532,서울특별시 강서구 허준로 198,가양프라자 5층 한국가양태권도(가양동),22,태권도,126.8602635,37.5613029,장애인강좌,,
11,서울,11230,동대문구,장안휘트니스,07081116228,02623,서울특별시 동대문구 답십리로 252,4층 장안휘트니스(장안동),25,헬스,127.0682309,37.5722491,장애인강좌,,
11,서울,11350,노원구,엘리트체육관,029373450,01606,서울특별시 노원구 동일로241가길 18,2층 엘리트 태권도(상계동),22,태권도,127.0540164,37.6766050,장애인강좌,,
11,서울,11410,서대문구,커브스 홍제클럽,023931330,03636,서울특별시 서대문구 통일로39가길 30,5층(홍제동),25,헬스,126.9428594,37.5893118,장애인강좌,,
11,서울,11590,동작구,예스휘트니스센터,0232803030,07042,서울특별시 동작구 국사봉1길 32,3층(상도동),25,헬스,126.9303664,37.4988140,장애인강좌,,
11,서울,11680,강남구,SDTA태권도교육관,0234110712,06342,서울특별시 강남구 양재대로55길 31,동성빌딩5층(일원동),22,태권도,127.0870125,37.4929303,장애인강좌,,
11,서울,11500,강서구,기쁜우리체육센터,0236638114,07524,"서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터)",기쁜우리체육센터,12,수영,126.8487793,37.5693631,장애인강좌,,
11,서울,11110,종로구,종로청운스포렉스,0216610835,03032,서울특별시 종로구 자하문로 105,종로청운스포렉스(청운동),12,수영,126.9694729,37.5859506,장애인강좌,,
11,서울,11260,중랑구,스타점핑다이어트,,02069,서울특별시 중랑구 신내로 58,3층 스타점핑(신내동),03,기타종목,127.0957277,37.6043573,장애인강좌,,
11,서울,11590,동작구,영아태권도,025973000,07030,서울특별시 동작구 사당로 170,2층 영아태권도(사당동),22,태권도,126.9677289,37.4866404,장애인강좌,,
11,서울,11560,영등포구,영등포제2스포츠센터,0226302921,07221,서울특별시 영등포구 국회대로 615,영등포제2스포츠센터(당산동4가),25,헬스,126.9027816,37.5266954,장애인강좌,,
11,서울,11560,영등포구,영등포구시설관리공단(영등포다목적배드민턴체육관),0226302995,07375,서울특별시 영등포구 도신로15길 5,배드민턴체육관(도림동),09,배드민턴,126.8982002,37.5059713,장애인강좌,,
11,서울,11560,영등포구,영등포구시설관리공단(영등포 제1스포츠센터),0226501512,07398,서울특별시 영등포구 신풍로 1,(신길동),25,헬스,126.9062946,37.5005379,장애인강좌,,
11,서울,11560,영등포구,영등포검도관,028325040,07352,서울특별시 영등포구 도신로 252,영등포검도관(신길동),01,검도,126.9185618,37.5134353,장애인강좌,,
11,서울,11200,성동구,올림픽휘트니스,024690067,04776,서울특별시 성동구 뚝섬로 400,3층 올림픽휘트니스(성수동2가),25,헬스,127.0550106,37.5385734,장애인강좌,,
11,서울,11545,금천구,열매점핑허브다이어트,,08566,서울특별시 금천구 독산로40길 49,3층(시흥동),03,기타종목,126.9071731,37.4610298,장애인강좌,,
11,서울,11200,성동구,열린금호교육문화관,0222047650,04726,서울특별시 성동구 무수막길 69,열린금호교육문화관(금호동2가),03,기타종목,127.0198751,37.5527068,장애인강좌,,
11,서울,11410,서대문구,북아현문화체육센터,023608660,03770,서울특별시 서대문구 북아현로 51,북아현문화체육센터(북아현동),25,헬스,126.9554383,37.5618398,장애인강좌,,
11,서울,11215,광진구,연세정훈태권도자양점,0234090992,05090,서울특별시 광진구 능동로6길 14,b01호(자양동),22,태권도,127.0688106,37.5341776,장애인강좌,,
11,서울,11410,서대문구,스타칼리,023796399,03628,서울특별시 서대문구 통일로 472,1~5층(홍제동),25,헬스,126.9427451,37.5905027,장애인강좌,,
11,서울,11410,서대문구,스타칼리 휘트니스,023968899,03646,서울특별시 서대문구 통일로 413,7층 스타칼리휘트니스(홍제동),25,헬스,126.9464449,37.5862021,장애인강좌,,
11,서울,11680,강남구,스타트레인,025420457,06026,서울특별시 강남구 논현로 804,서울빌딩 3층 스타트레인(신사동),25,헬스,127.0284486,37.5204959,장애인강좌,,
11,서울,11590,동작구,아우어리,07075372540,07056,서울특별시 동작구 여의대방로24길 14,2층(신대방동),78,요가,126.9210554,37.4980768,장애인강좌,,
11,서울,11710,송파구,에이원민턴 잠실본동점,024174209,05562,서울특별시 송파구 백제고분로 91,지하1층 에이원민턴(잠실동),09,배드민턴,127.0795058,37.5086574,장애인강좌,,
11,서울,11320,도봉구,하랑태권도,07075835354,01344,서울특별시 도봉구 방학로6길 20,2층 하랑태권도(방학동),22,태권도,127.0372673,37.6639498,장애인강좌,,
11,서울,11260,중랑구,에코플러스 평생교육원,0222072470,02119,서울특별시 중랑구 망우로 192,3층 에코필라테스 플러스(상봉동),79,필라테스,127.0741597,37.5931968,장애인강좌,,
11,서울,11410,서대문구,커브스 가재울클럽,023071330,03791,서울특별시 서대문구 수색로 56,505호(북가좌동),25,헬스,126.9123057,37.5708721,장애인강좌,,
11,서울,11350,노원구,엔핑탁구클럽,029300979,01647,서울특별시 노원구 덕릉로 780,"동아불암아파트상가 2층 201호(상계동, 동아불암아파트)",21,탁구,127.0799007,37.6670475,장애인강좌,,
11,서울,11470,양천구,엘리트핏24,0226428881,08007,서울특별시 양천구 신목로2길 68,b01(목동),25,헬스,126.8773498,37.5238354,장애인강좌,,
11,서울,11230,동대문구,동대문구민체육센터 장안점,0222479772,02641,서울특별시 동대문구 장안벚꽃로 67,동대문구민체육센터(장안동),25,헬스,127.0734724,37.5665310,장애인강좌,,
11,서울,11140,중구,스타트레인,025420457,04595,서울특별시 중구 다산로 32,"29동 102호(신당동, 남산타운)",25,헬스,127.0097435,37.5500494,장애인강좌,,
11,서울,11470,양천구,엣지스마일,0226057978,08038,서울특별시 양천구 지양로 61,미도빌딩3층(신월동),21,탁구,126.8341306,37.5209995,장애인강좌,,
11,서울,11350,노원구,연세월드태권도,029332323,01601,서울특별시 노원구 누원로 22,403호(상계동),22,태권도,127.0530611,37.6871033,장애인강좌,,
11,서울,11350,노원구,하늘꿈아동발달센터,029746007,01809,서울특별시 노원구 공릉로58길 112,"201, 302호(하계동, 순흥빌라트)",03,기타종목,127.0746945,37.6357267,장애인강좌,,
11,서울,11545,금천구,금천구청(금나래문화체육센터),028057678,08608,서울특별시 금천구 시흥대로79길 32,금나래문화체육센터(독산동),25,헬스,126.8960531,37.4589314,장애인강좌,,
11,서울,11110,종로구,필라테스포유,0221351984,03113,서울특별시 종로구 종로 347,"롯데캐슬 상가 지하1층 필라테스포유(숭인동, 롯데캐슬 천지인)",79,필라테스,127.0164919,37.5737459,장애인강좌,,
11,서울,11710,송파구,SP탁구클럽,024023959,05820,서울특별시 송파구 동남로 213,지하1층 SP탁구클럽(가락동),21,탁구,127.1314288,37.4965007,장애인강좌,,
11,서울,11440,마포구,탁구장,023036070,03938,서울특별시 마포구 모래내로1길 3,지하1층(성산동),21,탁구,126.9038879,37.5645514,장애인강좌,,
11,서울,11740,강동구,필라테스엠 고덕역점,0234271777,05269,서울특별시 강동구 동남로75길 13-15,성은빌딩 4층(명일동),79,필라테스,127.1555201,37.5536302,장애인강좌,,
11,서울,11500,강서구,TIA 태권도,0226968374,07673,서울특별시 강서구 화곡로 270,2층(화곡동),22,태권도,126.8472336,37.5486387,장애인강좌,,
11,서울,11380,은평구,나인당구장,023561838,03306,서울특별시 은평구 진관3로 22,이로운프라자9층(진관동),03,기타종목,126.9191768,37.6389440,장애인강좌,,
11,서울,11110,종로구,필라테스마일,,03074,서울특별시 종로구 성균관로 12,2층 필라테스마일(명륜2가),79,필라테스,126.9981823,37.5839747,장애인강좌,,
11,서울,11545,금천구,TOP용인대박사태권도장,028981551,08599,서울특별시 금천구 한내로 62,"독산한신아파트상가 3층 TOP용인대박사태권도(독산동, 한신아파트)",22,태권도,126.8897219,37.4558526,장애인강좌,,
11,서울,11545,금천구,The 조은태권도,028567066,08557,서울특별시 금천구 독산로80길 10,2층(독산동),22,태권도,126.9036867,37.4710460,장애인강좌,,
11,서울,11740,강동구,필라테스192 천호점,024789670,05328,서울특별시 강동구 구천면로 192,푸르지오 301호 필라테스(천호동),79,필라테스,127.1258416,37.5403622,장애인강좌,,
11,서울,11410,서대문구,피트니스더블유,023039755,03692,서울특별시 서대문구 증가로 133,3층(남가좌동),25,헬스,126.9226282,37.5773206,장애인강좌,,
11,서울,11350,노원구,피트니스 뭅,,01763,서울특별시 노원구 동일로 1365,502호(상계동),25,헬스,127.0612598,37.6505982,장애인강좌,,
11,서울,11320,도봉구,강북남동훈태권도,0234913911,01358,서울특별시 도봉구 시루봉로12길 6,3층 태권도(방학동),22,태권도,127.0307496,37.6650972,장애인강좌,,
11,서울,11410,서대문구,플러스파인,0290260480,03780,서울특별시 서대문구 신촌역로 17,203호(대현동),79,필라테스,126.9424355,37.5582853,장애인강좌,,
11,서울,11110,종로구,max 스포츠,023956330,03013,서울특별시 종로구 진흥로 480,"상가2층(신영동, 대아파크빌)",25,헬스,126.9604221,37.6054386,장애인강좌,,
11,서울,11200,성동구,프롬더바디,0276161236,04768,서울특별시 성동구 왕십리로 115,9층 905호 프롬더바디(성수동1가),25,헬스,127.0441277,37.5479193,장애인강좌,,
11,서울,11350,노원구,뉴탁구클럽,,01832,서울특별시 노원구 공릉로 235,3층 뉴탁구클럽(공릉동),21,탁구,127.0759373,37.6301734,장애인강좌,,
11,서울,11545,금천구,sbs당구장,0262923323,08614,서울특별시 금천구 시흥대로71길 44,3층sbs당구장(시흥동),03,기타종목,126.8994473,37.4549954,장애인강좌,,
11,서울,11740,강동구,뉴힐링라이프 재활운동센터 강동점,0220397702,05303,서울특별시 강동구 양재대로124길 32,"203호 뉴힐링라이프 재활운동센터(길동, 동서울오네뜨)",25,헬스,127.1436562,37.5426145,장애인강좌,,
11,서울,11305,강북구,뉴힐링라이프 재활운동센터 강북점,0260809867,01069,서울특별시 강북구 덕릉로 115,승진빌딩 5층 뉴힐링라이프 재활운동센터 강북점(번동),79,필라테스,127.0266552,37.6351308,장애인강좌,,
11,서울,11305,강북구,펀치라인복싱,029911388,01038,서울특별시 강북구 삼양로 472,2층 펀치라인복싱(수유동),76,복싱,127.0158060,37.6453913,장애인강좌,,
11,서울,11545,금천구,팩토리짐독산점,0220989679,08584,서울특별시 금천구 두산로 70,A동 T-B201호(독산동),25,헬스,126.8956207,37.4689627,장애인강좌,,
11,서울,11530,구로구,패트릭스아웃컴 고척점,0220668788,08241,서울특별시 구로구 고척로 239,힘찬테크 5층 패트릭스아웃컴(고척동),03,기타종목,126.8595806,37.5067064,장애인강좌,,
11,서울,11470,양천구,레벨업휘트니스,,07905,서울특별시 양천구 남부순환로 341,5층(신월동),25,헬스,126.8282195,37.5366516,장애인강좌,,
11,서울,11710,송파구,파크골프(대한스포츠사회적협동조합),024197330,05737,서울특별시 송파구 문정로 246,송파구 사회적경제센터(마천동),03,기타종목,127.1420301,37.4999116,장애인강좌,,
11,서울,11380,은평구,다솜운동발달센터,023545943,03459,서울특별시 은평구 서오릉로 31,4층 다솜운동발달센터(녹번동),03,기타종목,126.9248434,37.6037688,장애인강좌,,
11,서울,11290,성북구,파이널유도멀티짐 성북점,029231546,02850,서울특별시 성북구 보문로30길 36,엘리트빌딩 3층 파이널유도멀티짐 성북점(안암동1가),17,유도,127.0194097,37.5890377,장애인강좌,,
11,서울,11500,강서구,파이널유도멀티짐,0262046565,07786,서울특별시 강서구 등촌로 17,3층(화곡동),17,유도,126.8634675,37.5315894,장애인강좌,,
11,서울,11590,동작구,다짐필라테스 신대방삼거리역점,028153636,07041,서울특별시 동작구 국사봉1길 11,4층 다짐필라테스(상도동),79,필라테스,126.9292640,37.4989980,장애인강좌,,
11,서울,11740,강동구,대가유도관,,05320,서울특별시 강동구 구천면로 283,3층 대가유도관(천호동),17,유도,127.1331371,37.5453800,장애인강좌,,
11,서울,11260,중랑구,대명체육관,0222079011,02071,서울특별시 중랑구 봉화산로56길 153,대명프라자 309호 310호(신내동),17,유도,127.0967851,37.6014844,장애인강좌,,
11,서울,11230,동대문구,트리플에이짐,0233904450,02492,서울특별시 동대문구 서울시립대로 155,"면전빌딩 2,3층(전농동)",25,헬스,127.0540788,37.5838798,장애인강좌,,
11,서울,11680,강남구,대왕태권도체육관,024453434,06365,서울특별시 강남구 헌릉로570길 34,리엔파크프라자 5층 대왕태권도체육관(세곡동),22,태권도,127.1034684,37.4631868,장애인강좌,,
11,서울,11680,강남구,대치통합발달심리센터,,06205,서울특별시 강남구 선릉로 320,성진빌딩 지하1층,03,기타종목,127.0522104,37.4982857,장애인강좌,,
11,서울,11530,구로구,대한합기도,028625753,08302,서울특별시 구로구 가마산로 280,"201호(구로동, 구로2차순영웰라이빌)",75,합기도,126.8915795,37.4960691,장애인강좌,,
11,서울,11380,은평구,연신내복싱클럽,023851282,03386,서울특별시 은평구 연서로26길 4,4층(대조동),76,복싱,126.9199338,37.6171283,장애인강좌,,
11,서울,11740,강동구,강동구도시관리공단 온조대왕문화체육관,0220457844,05225,서울특별시 강동구 고덕로 285,온조대왕문화체육관(고덕동),12,수영,127.1574510,37.5567030,장애인강좌,,
11,서울,11470,양천구,요가나무,,08028,서울특별시 양천구 오목로10길 7-6,2층 요가나무(신월동),78,요가,126.8446483,37.5217919,장애인강좌,,
11,서울,11530,구로구,HJS헬스스튜디오,0226156889,08365,서울특별시 구로구 천왕로 106,"701,702호(천왕동)",25,헬스,126.8385603,37.4860388,장애인강좌,,
11,서울,11530,구로구,더본필라테스,,08365,서울특별시 구로구 천왕로 36,2층 203호 더본필라테스(천왕동),79,필라테스,126.8393789,37.4808802,장애인강좌,,
11,서울,11470,양천구,양천탁구클럽,,08033,서울특별시 양천구 지양로 100,기호프라자203호 양천탁구클럽(신월동),21,탁구,126.8317822,37.5237970,장애인강좌,,
11,서울,11590,동작구,태권박사&스포츠짐,0264053023,06965,서울특별시 동작구 상도로34길 36-10,"지2층(상도동, 대흥빌딩근생및도시형주택(원룸))",22,태권도,126.9447745,37.5036619,장애인강좌,,
11,서울,11320,도봉구,도봉동실내스포츠센터,029015170,01320,서울특별시 도봉구 마들로 805,(도봉동),12,수영,127.0502724,37.6813444,장애인강좌,,
11,서울,11215,광진구,타운케이휘트니스,024471246,05100,서울특별시 광진구 뚝섬로 632,3층(자양동),25,헬스,127.0797369,37.5317929,장애인강좌,,
11,서울,11590,동작구,가천대상도태권도장,028212221,06912,서울특별시 동작구 흑석로 11,2층(상도1동),22,태권도,126.9519089,37.5049704,장애인강좌,,
11,서울,11230,동대문구,동문장애인복지관,0222443100,02513,서울특별시 동대문구 장안벚꽃로7길 5,동문장애인복지관(휘경동),03,기타종목,127.0732160,37.5831557,장애인강좌,,
11,서울,11410,서대문구,동삼체육관,023093726,03673,서울특별시 서대문구 명지대길 41,2층(남가좌동),22,태권도,126.9240986,37.5820049,장애인강좌,,
